DATE,TIME,TREATED WATER PRODUCTION IN m3/h,REMARKS
2022-03-14,00:00:00,2420.71,No Remarks
2022-03-15,01:00:00,2419.35,No Remarks
2022-03-15,02:00:00,2409.02,No Remarks
2022-03-15,03:00:00,2420.96,No Remarks
2022-03-15,04:00:00,2416.46,No Remarks
2022-03-15,05:00:00,2428.79,No Remarks
2022-03-15,06:00:00,2422.12,No Remarks
2022-03-15,07:00:00,2420.77,No Remarks
2022-03-15,08:00:00,2424.0,No Remarks
2022-03-15,09:00:00,2426.15,No Remarks
2022-03-15,10:00:00,2433.47,No Remarks
2022-03-15,11:00:00,2414.89,No Remarks
2022-03-15,12:00:00,2436.59,No Remarks
2022-03-15,13:00:00,2405.6,No Remarks
2022-03-15,14:00:00,2408.7,No Remarks
2022-03-15,15:00:00,2408.7,No Remarks
2022-03-15,16:00:00,3499.72,No Remarks
2022-03-15,17:00:00,3518.29,No Remarks
2022-03-15,18:00:00,3451.9,No Remarks
2022-03-15,19:00:00,3451.59,No Remarks
2022-03-15,20:00:00,3504.6,No Remarks
2022-03-15,21:00:00,3542.25,No Remarks
2022-03-15,22:00:00,2376.21,No Remarks
2022-03-15,23:00:00,2382.88,No Remarks
2022-03-16,00:00:00,2408.7,No Remarks
2022-03-16,01:00:00,2388.04,No Remarks
2022-03-16,02:00:00,2396.3,No Remarks
2022-03-16,03:00:00,2401.47,No Remarks
2022-03-16,04:00:00,2396.3,No Remarks
2022-03-16,05:00:00,2400.22,No Remarks
2022-03-16,06:00:00,2395.63,No Remarks
2022-03-16,07:00:00,2392.17,No Remarks
2022-03-16,08:00:00,2385.98,No Remarks
2022-03-16,09:00:00,2414.89,No Remarks
2022-03-16,10:00:00,2402.51,No Remarks
2022-03-16,11:00:00,2416.93,No Remarks
2022-03-16,12:00:00,2398.43,No Remarks
2022-03-16,13:00:00,3521.27,No Remarks
2022-03-16,14:00:00,3509.87,No Remarks
2022-03-16,15:00:00,3526.14,No Remarks
2022-03-16,16:00:00,3530.86,No Remarks
2022-03-16,17:00:00,3532.59,No Remarks
2022-03-16,18:00:00,3525.25,No Remarks
2022-03-16,19:00:00,3513.53,No Remarks
2022-03-16,20:00:00,2433.48,No Remarks
2022-03-16,21:00:00,2448.98,No Remarks
2022-03-16,22:00:00,2432.46,No Remarks
2022-03-16,23:00:00,2448.98,No Remarks
2022-03-16,00:00:00,2426.26,No Remarks
2022-03-17,01:00:00,2418.0,No Remarks
2022-03-17,02:00:00,2425.74,No Remarks
2022-03-17,03:00:00,2432.41,No Remarks
2022-03-17,04:00:00,2420.06,No Remarks
2022-03-17,05:00:00,2416.12,No Remarks
2022-03-17,06:00:00,2414.99,No Remarks
2022-03-17,07:00:00,2426.26,No Remarks
2022-03-17,08:00:00,2419.07,No Remarks
2022-03-17,09:00:00,2413.99,No Remarks
2022-03-17,10:00:00,2423.88,No Remarks
2022-03-17,11:00:00,3478.12,No Remarks
2022-03-17,12:00:00,3500.19,No Remarks
2022-03-17,13:00:00,3495.82,No Remarks
2022-03-17,14:00:00,3498.82,No Remarks
2022-03-17,15:00:00,3496.59,No Remarks
2022-03-17,16:00:00,3491.43,No Remarks
2022-03-17,17:00:00,3512.66,No Remarks
2022-03-17,18:00:00,3489.88,No Remarks
2022-03-17,19:00:00,3468.25,No Remarks
2022-03-17,20:00:00,3495.74,No Remarks
2022-03-17,21:00:00,3484.81,No Remarks
2022-03-17,22:00:00,2425.63,No Remarks
2022-03-17,23:00:00,2426.26,No Remarks
2022-03-17,00:00:00,2418.0,No Remarks
2022-03-18,01:00:00,2425.74,No Remarks
2022-03-18,02:00:00,2432.41,No Remarks
2022-03-18,03:00:00,2420.06,No Remarks
2022-03-18,04:00:00,2416.12,No Remarks
2022-03-18,05:00:00,2414.99,No Remarks
2022-03-18,06:00:00,3496.32,No Remarks
2022-03-18,07:00:00,3498.72,No Remarks
2022-03-18,08:00:00,3481.22,No Remarks
2022-03-18,09:00:00,3461.61,No Remarks
2022-03-18,10:00:00,3485.56,No Remarks
2022-03-18,11:00:00,3473.8,No Remarks
2022-03-18,12:00:00,3496.52,No Remarks
2022-03-18,13:00:00,3484.07,No Remarks
2022-03-18,14:00:00,3500.15,No Remarks
2022-03-18,15:00:00,3489.56,No Remarks
2022-03-18,16:00:00,3480.77,No Remarks
2022-03-18,17:00:00,3500.27,No Remarks
2022-03-18,18:00:00,2403.53,No Remarks
2022-03-18,19:00:00,2431.42,No Remarks
2022-03-18,20:00:00,2397.41,No Remarks
2022-03-18,21:00:00,2395.21,No Remarks
2022-03-18,22:00:00,2408.7,No Remarks
2022-03-18,23:00:00,2391.62,No Remarks
2022-03-18,00:00:00,2397.86,No Remarks
2022-03-19,01:00:00,2405.6,No Remarks
2022-03-19,02:00:00,2404.71,No Remarks
2022-03-19,03:00:00,2406.31,No Remarks
2022-03-19,04:00:00,2393.2,No Remarks
2022-03-19,05:00:00,2393.34,No Remarks
2022-03-19,06:00:00,2393.34,No Remarks
2022-03-19,07:00:00,2405.6,No Remarks
2022-03-19,08:00:00,2399.16,No Remarks
2022-03-19,09:00:00,3536.88,No Remarks
2022-03-19,10:00:00,3531.08,No Remarks
2022-03-19,11:00:00,3536.99,No Remarks
2022-03-19,12:00:00,3560.11,No Remarks
2022-03-19,13:00:00,3568.93,No Remarks
2022-03-19,14:00:00,3509.83,No Remarks
2022-03-19,15:00:00,3511.83,No Remarks
2022-03-19,16:00:00,3509.68,No Remarks
2022-03-19,17:00:00,3512.69,No Remarks
2022-03-19,18:00:00,3523.16,No Remarks
2022-03-19,19:00:00,3517.12,No Remarks
2022-03-19,20:00:00,3515.57,No Remarks
2022-03-19,21:00:00,2439.4,No Remarks
2022-03-19,22:00:00,2456.71,No Remarks
2022-03-19,23:00:00,2443.06,No Remarks
2022-03-19,00:00:00,2456.61,No Remarks
2022-03-20,01:00:00,2452.95,No Remarks
2022-03-20,02:00:00,2437.36,No Remarks
2022-03-20,03:00:00,2444.34,No Remarks
2022-03-20,04:00:00,2440.26,No Remarks
2022-03-20,05:00:00,2449.94,No Remarks
2022-03-20,06:00:00,2455.1,No Remarks
2022-03-20,07:00:00,2459.81,No Remarks
2022-03-20,08:00:00,2398.54,No Remarks
2022-03-20,09:00:00,3519.39,No Remarks
2022-03-20,10:00:00,3524.22,No Remarks
2022-03-20,11:00:00,3518.16,No Remarks
2022-03-20,12:00:00,3518.86,No Remarks
2022-03-20,13:00:00,3495.95,No Remarks
2022-03-20,14:00:00,3536.75,No Remarks
2022-03-20,15:00:00,3509.76,No Remarks
2022-03-20,16:00:00,3515.5,No Remarks
2022-03-20,17:00:00,3523.9,No Remarks
2022-03-20,18:00:00,2438.72,No Remarks
2022-03-20,19:00:00,2415.28,No Remarks
2022-03-20,20:00:00,2437.3,No Remarks
2022-03-20,21:00:00,2424.64,No Remarks
2022-03-20,22:00:00,2437.75,No Remarks
2022-03-20,23:00:00,2436.25,No Remarks
2022-03-20,00:00:00,2416.25,No Remarks
2022-03-21,01:00:00,2413.48,No Remarks
2022-03-21,02:00:00,2423.35,No Remarks
2022-03-21,03:00:00,2422.26,No Remarks
2022-03-21,04:00:00,2419.03,No Remarks
2022-03-21,05:00:00,0.0,No Remarks
2022-03-21,06:00:00,0.0,No Remarks
2022-03-21,07:00:00,2415.15,No Remarks
2022-03-21,08:00:00,2420.77,No Remarks
2022-03-21,09:00:00,3480.13,No Remarks
2022-03-21,10:00:00,3507.07,No Remarks
2022-03-21,11:00:00,3484.82,No Remarks
2022-03-21,12:00:00,3480.07,No Remarks
2022-03-21,13:00:00,3485.49,No Remarks
2022-03-21,14:00:00,3493.68,No Remarks
2022-03-21,15:00:00,3483.44,No Remarks
2022-03-21,16:00:00,3459.25,No Remarks
2022-03-21,17:00:00,3485.48,No Remarks
2022-03-21,18:00:00,3482.79,No Remarks
2022-03-21,19:00:00,3481.51,No Remarks
2022-03-21,20:00:00,2452.95,No Remarks
2022-03-21,21:00:00,2461.44,No Remarks
2022-03-21,22:00:00,2451.01,No Remarks
2022-03-21,23:00:00,2464.24,No Remarks
2022-03-21,00:00:00,2464.48,No Remarks
2022-03-22,01:00:00,2454.13,No Remarks
2022-03-22,02:00:00,2450.8,No Remarks
2022-03-22,03:00:00,2466.5,No Remarks
2022-03-22,04:00:00,2460.69,No Remarks
2022-03-22,05:00:00,2448.86,No Remarks
2022-03-22,06:00:00,2459.65,No Remarks
2022-03-22,07:00:00,2456.82,No Remarks
2022-03-22,08:00:00,2450.91,No Remarks
2022-03-22,09:00:00,2456.82,No Remarks
2022-03-22,10:00:00,2452.95,No Remarks
2022-03-22,11:00:00,2483.06,No Remarks
2022-03-22,12:00:00,2504.33,No Remarks
2022-03-22,13:00:00,2463.72,No Remarks
2022-03-22,14:00:00,2464.47,No Remarks
2022-03-22,15:00:00,2466.59,No Remarks
2022-03-22,16:00:00,0.0,No Remarks
2022-03-22,17:00:00,0.0,No Remarks
2022-03-22,18:00:00,2506.5,No Remarks
2022-03-22,19:00:00,2466.71,No Remarks
2022-03-22,20:00:00,2484.98,No Remarks
2022-03-22,21:00:00,2515.85,No Remarks
2022-03-22,22:00:00,2419.27,No Remarks
2022-03-22,23:00:00,3463.54,No Remarks
2022-03-22,00:00:00,3452.79,No Remarks
2022-03-23,01:00:00,3482.81,No Remarks
2022-03-23,02:00:00,3430.97,No Remarks
2022-03-23,03:00:00,3425.46,No Remarks
2022-03-23,04:00:00,2418.32,No Remarks
2022-03-23,05:00:00,2420.78,No Remarks
2022-03-23,06:00:00,2419.94,No Remarks
2022-03-23,07:00:00,2389.18,No Remarks
2022-03-23,08:00:00,2397.7,No Remarks
2022-03-23,09:00:00,2396.37,No Remarks
2022-03-23,10:00:00,2386.88,No Remarks
2022-03-23,11:00:00,3489.1,No Remarks
2022-03-23,12:00:00,3530.6,No Remarks
2022-03-23,13:00:00,3543.18,No Remarks
2022-03-23,14:00:00,3536.16,No Remarks
2022-03-23,15:00:00,3520.22,No Remarks
2022-03-23,16:00:00,2434.32,No Remarks
2022-03-23,17:00:00,2451.41,No Remarks
2022-03-23,18:00:00,2416.58,No Remarks
2022-03-23,19:00:00,2387.59,No Remarks
2022-03-23,20:00:00,2417.03,No Remarks
2022-03-23,21:00:00,2416.32,No Remarks
2022-03-23,22:00:00,2404.18,No Remarks
2022-03-23,23:00:00,2428.97,No Remarks
2022-03-23,00:00:00,2418.97,No Remarks
2022-03-24,01:00:00,2417.86,No Remarks
2022-03-24,02:00:00,2417.09,No Remarks
2022-03-24,03:00:00,2418.83,No Remarks
2022-03-24,04:00:00,2420.06,No Remarks
2022-03-24,05:00:00,2421.1,No Remarks
2022-03-24,06:00:00,2421.8,No Remarks
2022-03-24,07:00:00,2415.15,No Remarks
2022-03-24,08:00:00,2429.1,No Remarks
2022-03-24,09:00:00,2439.29,No Remarks
2022-03-24,10:00:00,2423.35,No Remarks
2022-03-24,11:00:00,3487.1,No Remarks
2022-03-24,12:00:00,3522.09,No Remarks
2022-03-24,13:00:00,3530.93,No Remarks
2022-03-24,14:00:00,2388.1,No Remarks
2022-03-24,15:00:00,3480.2,No Remarks
2022-03-24,16:00:00,3511.57,No Remarks
2022-03-24,17:00:00,3507.63,No Remarks
2022-03-24,18:00:00,2418.51,No Remarks
2022-03-24,19:00:00,2408.2,No Remarks
2022-03-24,20:00:00,2401.47,No Remarks
2022-03-24,21:00:00,2397.41,No Remarks
2022-03-24,22:00:00,2414.38,No Remarks
2022-03-24,23:00:00,2403.27,No Remarks
2022-03-24,00:00:00,2399.21,No Remarks
2022-03-25,01:00:00,2397.46,No Remarks
2022-03-25,02:00:00,2400.96,No Remarks
2022-03-25,03:00:00,2408.63,No Remarks
2022-03-25,04:00:00,2406.57,No Remarks
2022-03-25,05:00:00,2407.86,No Remarks
2022-03-25,06:00:00,2410.18,No Remarks
2022-03-25,07:00:00,2406.57,No Remarks
2022-03-25,08:00:00,2425.64,No Remarks
2022-03-25,09:00:00,2400.58,No Remarks
2022-03-25,10:00:00,2397.81,No Remarks
2022-03-25,11:00:00,3483.23,No Remarks
2022-03-25,12:00:00,3488.07,No Remarks
2022-03-25,13:00:00,3494.27,No Remarks
2022-03-25,14:00:00,3486.01,No Remarks
2022-03-25,15:00:00,3515.7,No Remarks
2022-03-25,16:00:00,3508.86,No Remarks
2022-03-25,17:00:00,3517.21,No Remarks
2022-03-25,18:00:00,2457.79,No Remarks
2022-03-25,19:00:00,2454.02,No Remarks
2022-03-25,20:00:00,2456.61,No Remarks
2022-03-25,21:00:00,2460.58,No Remarks
2022-03-25,22:00:00,2459.58,No Remarks
2022-03-25,23:00:00,2459.32,No Remarks
2022-03-25,00:00:00,2455.18,No Remarks
2022-03-26,01:00:00,2454.15,No Remarks
2022-03-26,02:00:00,2445.88,No Remarks
2022-03-26,03:00:00,2450.01,No Remarks
2022-03-26,04:00:00,2460.69,No Remarks
2022-03-26,05:00:00,2458.67,No Remarks
2022-03-26,06:00:00,3517.31,No Remarks
2022-03-26,07:00:00,3568.82,No Remarks
2022-03-26,08:00:00,3528.17,No Remarks
2022-03-26,09:00:00,0.0,informed power failure at intake
2022-03-26,10:00:00,0.0,informed power failure at intake
2022-03-26,11:00:00,0.0,informed power failure at intake
2022-03-26,12:00:00,0.0,informed power failure at intake
2022-03-26,13:00:00,0.0,informed power failure at intake
2022-03-26,14:00:00,0.0,informed power failure at intake
2022-03-26,15:00:00,2419.92,No Remarks
2022-03-26,16:00:00,2418.11,No Remarks
2022-03-26,17:00:00,3500.0,No Remarks
2022-03-26,18:00:00,3538.71,No Remarks
2022-03-26,19:00:00,3495.3,No Remarks
2022-03-26,20:00:00,3484.97,No Remarks
2022-03-26,21:00:00,3497.37,No Remarks
2022-03-26,22:00:00,3476.71,No Remarks
2022-03-26,23:00:00,3499.14,No Remarks
2022-03-26,00:00:00,3536.02,No Remarks
2022-03-27,01:00:00,3541.3,No Remarks
2022-03-27,02:00:00,3526.13,No Remarks
2022-03-27,03:00:00,2419.94,No Remarks
2022-03-27,04:00:00,2459.51,No Remarks
2022-03-27,05:00:00,2418.21,No Remarks
2022-03-27,06:00:00,2420.8,No Remarks
2022-03-27,07:00:00,2472.2,No Remarks
2022-03-27,08:00:00,2427.89,No Remarks
2022-03-27,09:00:00,2450.91,No Remarks
2022-03-27,10:00:00,3508.71,No Remarks
2022-03-27,11:00:00,3515.59,No Remarks
2022-03-27,12:00:00,3523.23,No Remarks
2022-03-27,13:00:00,3525.06,No Remarks
2022-03-27,14:00:00,3504.95,No Remarks
2022-03-27,15:00:00,3515.68,No Remarks
2022-03-27,16:00:00,3515.7,No Remarks
2022-03-27,17:00:00,3506.99,No Remarks
2022-03-27,18:00:00,3521.49,No Remarks
2022-03-27,19:00:00,3527.85,No Remarks
2022-03-27,20:00:00,2439.29,No Remarks
2022-03-27,21:00:00,2453.07,No Remarks
2022-03-27,22:00:00,2443.82,No Remarks
2022-03-27,23:00:00,2464.48,No Remarks
2022-03-27,00:00:00,2454.13,No Remarks
2022-03-28,01:00:00,2450.8,No Remarks
2022-03-28,02:00:00,2466.5,No Remarks
2022-03-28,03:00:00,2460.69,No Remarks
2022-03-28,04:00:00,2448.86,No Remarks
2022-03-28,05:00:00,2459.65,No Remarks
2022-03-28,06:00:00,2456.82,No Remarks
2022-03-28,07:00:00,2460.62,No Remarks
2022-03-28,08:00:00,3510.79,No Remarks
2022-03-28,09:00:00,3519.12,No Remarks
2022-03-28,10:00:00,3512.86,No Remarks
2022-03-28,11:00:00,3503.56,No Remarks
2022-03-28,12:00:00,3510.79,No Remarks
2022-03-28,13:00:00,3512.86,No Remarks
2022-03-28,14:00:00,3511.83,No Remarks
2022-03-28,15:00:00,3484.97,No Remarks
2022-03-28,16:00:00,3511.16,No Remarks
2022-03-28,17:00:00,3501.95,No Remarks
2022-03-28,18:00:00,3484.62,No Remarks
2022-03-28,19:00:00,3506.13,No Remarks
2022-03-28,20:00:00,2385.08,No Remarks
2022-03-28,21:00:00,2379.38,No Remarks
2022-03-28,22:00:00,2385.31,No Remarks
2022-03-28,23:00:00,2380.36,No Remarks
2022-03-28,00:00:00,2418.51,No Remarks
2022-03-29,01:00:00,2409.59,No Remarks
2022-03-29,02:00:00,2388.1,No Remarks
2022-03-29,03:00:00,2387.24,No Remarks
2022-03-29,04:00:00,2417.14,No Remarks
2022-03-29,05:00:00,2418.19,No Remarks
2022-03-29,06:00:00,2408.97,No Remarks
2022-03-29,07:00:00,2386.06,No Remarks
2022-03-29,08:00:00,3523.79,No Remarks
2022-03-29,09:00:00,3509.78,No Remarks
2022-03-29,10:00:00,3536.56,No Remarks
2022-03-29,11:00:00,3544.84,No Remarks
2022-03-29,12:00:00,3549.01,No Remarks
2022-03-29,13:00:00,3536.61,No Remarks
2022-03-29,14:00:00,3549.96,No Remarks
2022-03-29,15:00:00,3552.35,No Remarks
2022-03-29,16:00:00,3551.56,No Remarks
2022-03-29,17:00:00,3453.91,No Remarks
2022-03-29,18:00:00,3463.48,No Remarks
2022-03-29,19:00:00,3455.02,No Remarks
2022-03-29,20:00:00,2431.86,No Remarks
2022-03-29,21:00:00,2434.33,No Remarks
2022-03-29,22:00:00,2439.41,No Remarks
2022-03-29,23:00:00,2438.68,No Remarks
2022-03-29,00:00:00,2440.09,No Remarks
2022-03-30,01:00:00,2441.58,No Remarks
2022-03-30,02:00:00,2438.43,No Remarks
2022-03-30,03:00:00,2442.5,No Remarks
2022-03-30,04:00:00,3519.61,No Remarks
2022-03-30,05:00:00,3517.97,No Remarks
2022-03-30,06:00:00,3512.66,No Remarks
2022-03-30,07:00:00,3516.71,No Remarks
2022-03-30,08:00:00,3511.91,No Remarks
2022-03-30,09:00:00,3511.25,No Remarks
2022-03-30,10:00:00,3510.72,No Remarks
2022-03-30,11:00:00,3501.5,No Remarks
2022-03-30,12:00:00,3498.39,No Remarks
2022-03-30,13:00:00,3528.17,No Remarks
2022-03-30,14:00:00,2385.74,No Remarks
2022-03-30,15:00:00,2363.81,No Remarks
2022-03-30,16:00:00,2354.61,No Remarks
2022-03-30,17:00:00,2364.88,No Remarks
2022-03-30,18:00:00,3524.81,No Remarks
2022-03-30,19:00:00,3510.0,No Remarks
2022-03-30,20:00:00,3498.39,No Remarks
2022-03-30,21:00:00,1197.23,No Remarks
2022-03-30,22:00:00,2447.95,No Remarks
2022-03-30,23:00:00,3510.72,No Remarks
2022-03-30,00:00:00,3519.31,No Remarks
2022-03-31,01:00:00,3508.2,No Remarks
2022-03-31,02:00:00,3526.24,No Remarks
2022-03-31,03:00:00,3510.34,No Remarks
2022-03-31,04:00:00,2438.65,No Remarks
2022-03-31,05:00:00,2432.97,No Remarks
2022-03-31,06:00:00,2447.95,No Remarks
2022-03-31,07:00:00,2439.69,No Remarks
2022-03-31,08:00:00,2448.83,No Remarks
2022-03-31,09:00:00,2450.25,No Remarks
2022-03-31,10:00:00,2447.79,No Remarks
2022-03-31,11:00:00,3497.43,No Remarks
2022-03-31,12:00:00,3524.22,No Remarks
2022-03-31,13:00:00,3515.63,No Remarks
2022-03-31,14:00:00,3509.76,No Remarks
2022-03-31,15:00:00,3510.93,No Remarks
2022-03-31,16:00:00,3514.33,No Remarks
2022-03-31,17:00:00,3521.4,No Remarks
2022-03-31,18:00:00,3506.88,No Remarks
2022-03-31,19:00:00,3525.92,No Remarks
2022-03-31,20:00:00,2432.41,No Remarks
2022-03-31,21:00:00,2424.57,No Remarks
2022-03-31,22:00:00,2421.42,No Remarks
2022-03-31,23:00:00,2425.74,No Remarks
2022-03-31,00:00:00,2431.44,No Remarks
2022-04-01,01:00:00,2372.55,No Remarks
2022-04-01,02:00:00,2371.96,No Remarks
2022-04-01,03:00:00,2365.32,No Remarks
2022-04-01,04:00:00,2362.22,No Remarks
2022-04-01,05:00:00,2364.29,No Remarks
2022-04-01,06:00:00,2359.31,No Remarks
2022-04-01,07:00:00,3470.54,No Remarks
2022-04-01,08:00:00,3432.86,No Remarks
2022-04-01,09:00:00,3480.26,No Remarks
2022-04-01,10:00:00,3469.02,No Remarks
2022-04-01,11:00:00,3468.47,No Remarks
2022-04-01,12:00:00,3459.27,No Remarks
2022-04-01,13:00:00,3454.62,No Remarks
2022-04-01,14:00:00,3471.82,No Remarks
2022-04-01,15:00:00,3456.28,No Remarks
2022-04-01,16:00:00,3483.22,No Remarks
2022-04-01,17:00:00,2385.59,No Remarks
2022-04-01,18:00:00,2375.65,No Remarks
2022-04-01,19:00:00,2386.51,No Remarks
2022-04-01,20:00:00,2372.68,No Remarks
2022-04-01,21:00:00,2370.09,No Remarks
2022-04-01,22:00:00,2372.68,No Remarks
2022-04-01,23:00:00,2381.8,No Remarks
2022-04-01,00:00:00,2392.12,No Remarks
2022-04-02,01:00:00,2369.16,No Remarks
2022-04-02,02:00:00,2389.27,No Remarks
2022-04-02,03:00:00,2381.82,No Remarks
2022-04-02,04:00:00,2396.7,No Remarks
2022-04-02,05:00:00,3488.14,No Remarks
2022-04-02,06:00:00,3496.14,No Remarks
2022-04-02,07:00:00,3492.92,No Remarks
2022-04-02,08:00:00,3502.04,No Remarks
2022-04-02,09:00:00,35447.16,No Remarks
2022-04-02,10:00:00,3490.84,No Remarks
2022-04-02,11:00:00,3511.25,No Remarks
2022-04-02,12:00:00,3491.37,No Remarks
2022-04-02,13:00:00,3505.17,No Remarks
2022-04-02,14:00:00,3499.69,No Remarks
2022-04-02,15:00:00,3522.09,No Remarks
2022-04-02,16:00:00,2461.18,No Remarks
2022-04-02,17:00:00,2451.88,No Remarks
2022-04-02,18:00:00,2432.58,No Remarks
2022-04-02,19:00:00,2432.58,No Remarks
2022-04-02,20:00:00,2448.08,No Remarks
2022-04-02,21:00:00,2434.85,No Remarks
2022-04-02,22:00:00,2440.78,No Remarks
2022-04-02,23:00:00,2440.85,No Remarks
2022-04-02,00:00:00,2447.49,No Remarks
2022-04-03,01:00:00,2439.69,No Remarks
2022-04-03,02:00:00,2443.56,No Remarks
2022-04-03,03:00:00,2438.72,No Remarks
2022-04-03,04:00:00,2440.71,No Remarks
2022-04-03,05:00:00,2440.78,No Remarks
2022-04-03,06:00:00,2446.92,No Remarks
2022-04-03,07:00:00,3489.55,No Remarks
2022-04-03,08:00:00,3484.64,No Remarks
2022-04-03,09:00:00,3490.33,No Remarks
2022-04-03,10:00:00,3505.43,No Remarks
2022-04-03,11:00:00,3502.07,No Remarks
2022-04-03,12:00:00,3505.95,No Remarks
2022-04-03,13:00:00,3497.42,No Remarks
2022-04-03,14:00:00,3483.93,No Remarks
2022-04-03,15:00:00,3503.37,No Remarks
2022-04-03,16:00:00,2423.35,No Remarks
2022-04-03,17:00:00,2405.27,No Remarks
2022-04-03,18:00:00,2405.22,No Remarks
2022-04-03,19:00:00,2407.23,No Remarks
2022-04-03,20:00:00,2405.35,No Remarks
2022-04-03,21:00:00,2407.73,No Remarks
2022-04-03,22:00:00,2397.41,No Remarks
2022-04-03,23:00:00,2415.0,No Remarks
2022-04-03,00:00:00,2419.03,No Remarks
2022-04-04,01:00:00,2403.95,No Remarks
2022-04-04,02:00:00,2412.59,No Remarks
2022-04-04,03:00:00,2415.98,No Remarks
2022-04-04,04:00:00,2425.05,No Remarks
2022-04-04,05:00:00,2400.43,No Remarks
2022-04-04,06:00:00,2415.89,No Remarks
2022-04-04,07:00:00,2415.35,No Remarks
2022-04-04,08:00:00,3509.76,No Remarks
2022-04-04,09:00:00,3495.43,No Remarks
2022-04-04,10:00:00,3496.14,No Remarks
2022-04-04,11:00:00,3498.46,No Remarks
2022-04-04,12:00:00,3515.19,No Remarks
2022-04-04,13:00:00,3502.53,No Remarks
2022-04-04,14:00:00,3485.94,No Remarks
2022-04-04,15:00:00,3481.74,No Remarks
2022-04-04,16:00:00,3478.2,No Remarks
2022-04-04,17:00:00,3484.97,No Remarks
2022-04-04,18:00:00,3500.02,No Remarks
2022-04-04,19:00:00,3445.26,No Remarks
2022-04-04,20:00:00,2379.78,No Remarks
2022-04-04,21:00:00,2388.04,No Remarks
2022-04-04,22:00:00,2369.49,No Remarks
2022-04-04,23:00:00,2373.0,No Remarks
2022-04-04,00:00:00,2361.45,No Remarks
2022-04-05,01:00:00,2371.26,No Remarks
2022-04-05,02:00:00,2373.26,No Remarks
2022-04-05,03:00:00,2369.65,No Remarks
2022-04-05,04:00:00,2363.13,No Remarks
2022-04-05,05:00:00,2365.57,No Remarks
2022-04-05,06:00:00,2368.1,No Remarks
2022-04-05,07:00:00,2372.6,No Remarks
2022-04-05,08:00:00,2368.53,No Remarks
2022-04-05,09:00:00,3460.43,No Remarks
2022-04-05,10:00:00,3456.34,No Remarks
2022-04-05,11:00:00,3459.66,No Remarks
2022-04-05,12:00:00,3387.74,No Remarks
2022-04-05,13:00:00,3448.71,No Remarks
2022-04-05,14:00:00,3459.57,No Remarks
2022-04-05,15:00:00,3461.12,No Remarks
2022-04-05,16:00:00,3460.25,No Remarks
2022-04-05,17:00:00,3462.37,No Remarks
2022-04-05,18:00:00,2383.15,No Remarks
2022-04-05,19:00:00,2415.0,No Remarks
2022-04-05,20:00:00,2419.03,No Remarks
2022-04-05,21:00:00,2403.95,No Remarks
2022-04-05,22:00:00,2412.59,No Remarks
2022-04-05,23:00:00,2419.03,No Remarks
2022-04-05,00:00:00,2403.95,No Remarks
2022-04-06,01:00:00,2412.59,No Remarks
2022-04-06,02:00:00,2415.98,No Remarks
2022-04-06,03:00:00,1185.62,No Remarks
2022-04-06,04:00:00,1179.41,No Remarks
2022-04-06,05:00:00,1192.93,No Remarks
2022-04-06,06:00:00,1195.89,No Remarks
2022-04-06,07:00:00,2380.81,No Remarks
2022-04-06,08:00:00,2415.85,No Remarks
2022-04-06,09:00:00,3499.43,No Remarks
2022-04-06,10:00:00,3468.44,No Remarks
2022-04-06,11:00:00,3464.31,No Remarks
2022-04-06,12:00:00,3467.55,No Remarks
2022-04-06,13:00:00,3452.96,No Remarks
2022-04-06,14:00:00,3475.67,No Remarks
2022-04-06,15:00:00,3363.09,No Remarks
2022-04-06,16:00:00,2470.68,No Remarks
2022-04-06,17:00:00,2341.56,No Remarks
2022-04-06,18:00:00,2346.72,No Remarks
2022-04-06,19:00:00,2326.1,No Remarks
2022-04-06,20:00:00,2374.61,No Remarks
2022-04-06,21:00:00,3530.36,No Remarks
2022-04-06,22:00:00,3423.9,No Remarks
2022-04-06,23:00:00,2470.03,No Remarks
2022-04-06,00:00:00,2444.9,No Remarks
2022-04-07,01:00:00,2440.06,No Remarks
2022-04-07,02:00:00,1185.62,No Remarks
2022-04-07,03:00:00,1185.21,No Remarks
2022-04-07,04:00:00,1185.57,No Remarks
2022-04-07,05:00:00,1185.79,No Remarks
2022-04-07,06:00:00,1184.99,No Remarks
2022-04-07,07:00:00,2443.25,No Remarks
2022-04-07,08:00:00,3499.43,No Remarks
2022-04-07,09:00:00,3526.13,No Remarks
2022-04-07,10:00:00,3536.88,No Remarks
2022-04-07,11:00:00,1175.34,No Remarks
2022-04-07,12:00:00,1196.64,No Remarks
2022-04-07,13:00:00,2418.11,No Remarks
2022-04-07,14:00:00,2407.35,No Remarks
2022-04-07,15:00:00,3517.53,No Remarks
2022-04-07,16:00:00,3482.79,No Remarks
2022-04-07,17:00:00,3558.07,No Remarks
2022-04-07,18:00:00,3492.58,No Remarks
2022-04-07,19:00:00,3469.48,No Remarks
2022-04-07,20:00:00,3484.97,No Remarks
2022-04-07,21:00:00,3517.53,No Remarks
2022-04-07,22:00:00,2411.8,No Remarks
2022-04-07,23:00:00,2409.29,No Remarks
2022-04-07,00:00:00,2398.86,No Remarks
2022-04-08,01:00:00,2376.98,No Remarks
2022-04-08,02:00:00,2396.71,No Remarks
2022-04-08,03:00:00,2367.0,No Remarks
2022-04-08,04:00:00,2394.21,No Remarks
